ID,Genero,Edad,Nivel_Educativo,Cargo,Pais,Experiencia,Salario
2209,F,37,Doctorado,Asistente,FR,13,104116
2210,F,23,Preparatoria,Asistente,US,18,101318
2211,M,49,Licenciatura,Analista,FR,4,82513
2212,M,20,Preparatoria,Especialista,ES,28,25352
2213,M,24,Preparatoria,Supervisor,FR,32,49483
2214,F,44,Licenciatura,Asistente,BR,39,99847
2215,M,37,Secundaria,Asistente,BR,7,47849
2216,F,43,Preparatoria,Analista,MX,31,82690
2217,F,26,Licenciatura,Especialista,ES,28,34159
2218,M,21,Maestría,Director,FR,25,46245
2219,F,38,Preparatoria,Supervisor,DE,21,32266
2220,F,44,Secundaria,Gerente,BR,8,68399
2221,F,34,Doctorado,Gerente,US,9,57307
2222,M,44,Licenciatura,Supervisor,BR,12,112388
2223,M,52,Preparatoria,Asistente,FR,8,103105
2224,M,26,Secundaria,Supervisor,US,24,86408
2225,F,40,Secundaria,Analista,BR,4,94074
2226,M,51,Licenciatura,Gerente,FR,3,90234
2227,M,58,Maestría,Supervisor,MX,5,119209
2228,F,54,Secundaria,Analista,MX,18,39747
2229,F,25,Licenciatura,Director,BR,7,53080
2230,F,31,Preparatoria,Supervisor,US,36,89268
2231,F,32,Maestría,Supervisor,US,35,117788
2232,M,52,Licenciatura,Especialista,MX,18,67844
2233,M,49,Licenciatura,Especialista,FR,9,43124
2234,M,55,Maestría,Especialista,ES,7,100966
2235,F,21,Secundaria,Supervisor,US,28,98179
2236,F,22,Secundaria,Analista,US,14,93019
2237,F,35,Preparatoria,Director,DE,3,56854
2238,F,53,Preparatoria,Gerente,BR,37,42126
2239,F,39,Doctorado,Asistente,FR,4,44561
2240,M,41,Doctorado,Director,BR,1,28680
2241,F,51,Preparatoria,Director,ES,8,113502
2242,F,45,Maestría,Especialista,US,22,37917
2243,M,30,Doctorado,Director,BR,40,42657
2244,F,21,Doctorado,Director,FR,18,72750
2245,M,42,Maestría,Supervisor,ES,19,77052
2246,F,42,Secundaria,Especialista,ES,28,32115
2247,M,42,Licenciatura,Gerente,ES,16,96824
2248,M,60,Secundaria,Analista,DE,15,49699
2249,F,39,Licenciatura,Supervisor,MX,15,47710
2250,M,35,Maestría,Analista,DE,40,29935
2251,F,52,Doctorado,Analista,DE,39,30828
2252,F,37,Maestría,Analista,DE,37,59774
2253,F,23,Secundaria,Gerente,DE,18,97641
2254,F,60,Maestría,Director,ES,36,89087
2255,F,36,Secundaria,Asistente,FR,23,104505
2256,F,44,Maestría,Especialista,FR,16,114917
2257,F,21,Preparatoria,Asistente,FR,10,86027
2258,M,55,Secundaria,Director,BR,2,92977
2259,F,37,Licenciatura,Director,US,36,90989
2260,F,34,Doctorado,Gerente,BR,38,91311
2261,M,29,Doctorado,Asistente,BR,21,99569
2262,F,41,Secundaria,Supervisor,BR,15,82458
2263,F,45,Preparatoria,Gerente,ES,11,70785
2264,M,28,Doctorado,Asistente,BR,25,114600
2265,F,25,Preparatoria,Supervisor,US,14,52601
2266,F,44,Licenciatura,Gerente,US,35,115874
2267,F,53,Doctorado,Asistente,BR,40,119639
2268,F,59,Maestría,Especialista,ES,2,117399
2269,M,60,Maestría,Supervisor,MX,11,73784
2270,F,34,Secundaria,Analista,FR,6,112470
2271,F,46,Doctorado,Asistente,ES,37,92414
2272,F,35,Preparatoria,Supervisor,BR,40,71840
2273,F,56,Preparatoria,Gerente,DE,18,49203
2274,F,29,Licenciatura,Especialista,US,32,56037
2275,M,47,Doctorado,Supervisor,DE,8,108548
2276,M,39,Preparatoria,Especialista,MX,7,95122
2277,M,58,Preparatoria,Gerente,BR,16,76687
2278,M,41,Doctorado,Supervisor,FR,27,32979
2279,F,48,Maestría,Director,DE,15,30300
2280,M,54,Doctorado,Asistente,BR,16,51475
2281,F,28,Maestría,Gerente,BR,30,27272
2282,F,33,Secundaria,Supervisor,BR,40,61455
2283,M,28,Secundaria,Gerente,US,11,64597
2284,F,57,Maestría,Analista,DE,12,55970
2285,F,54,Doctorado,Especialista,MX,15,75836
2286,M,32,Licenciatura,Gerente,FR,18,109594
2287,F,28,Preparatoria,Asistente,US,7,35749
2288,M,39,Secundaria,Analista,US,1,100060
2289,F,53,Secundaria,Especialista,FR,16,100215
2290,M,28,Maestría,Asistente,FR,20,67039
2291,F,47,Licenciatura,Supervisor,FR,28,39349
2292,F,29,Doctorado,Especialista,MX,38,85321
2293,M,56,Licenciatura,Director,FR,39,33704
2294,F,30,Maestría,Asistente,FR,25,70467
2295,F,40,Licenciatura,Gerente,DE,29,46365
2296,F,24,Preparatoria,Director,BR,14,52531
2297,F,55,Doctorado,Gerente,MX,15,99778
2298,M,54,Doctorado,Analista,ES,7,37264
2299,F,27,Licenciatura,Analista,FR,6,27993
2300,M,31,Secundaria,Analista,US,27,44557
2301,M,40,Preparatoria,Supervisor,US,29,109267
2302,M,29,Doctorado,Analista,FR,29,100653
2303,F,21,Doctorado,Especialista,DE,10,46951
2304,M,40,Secundaria,Asistente,BR,25,101923
2305,M,46,Licenciatura,Gerente,DE,40,70645
2306,F,46,Secundaria,Analista,MX,25,112032
2307,F,39,Maestría,Asistente,ES,2,28149
2308,F,48,Secundaria,Especialista,MX,35,37120
2309,M,60,Preparatoria,Asistente,DE,18,64687
2310,M,37,Doctorado,Analista,FR,14,51062
2311,M,29,Licenciatura,Asistente,DE,32,87648
2312,F,32,Maestría,Supervisor,BR,28,61331
2313,M,26,Preparatoria,Analista,FR,34,110688
2314,M,28,Doctorado,Especialista,FR,22,92027
2315,F,31,Doctorado,Especialista,US,21,50277
2316,F,21,Licenciatura,Gerente,US,2,32430
2317,F,59,Licenciatura,Supervisor,BR,32,105226
2318,F,59,Licenciatura,Especialista,ES,33,50733
2319,M,37,Maestría,Especialista,DE,40,25643
2320,F,58,Licenciatura,Director,US,25,100569
2321,M,56,Preparatoria,Gerente,US,29,79471
2322,F,59,Licenciatura,Gerente,BR,39,86616
2323,M,34,Licenciatura,Especialista,DE,14,35832
2324,F,58,Preparatoria,Gerente,US,24,52579
2325,F,34,Maestría,Director,ES,10,115016
2326,M,34,Doctorado,Gerente,US,5,102789
2327,M,21,Licenciatura,Asistente,ES,39,90518
2328,M,42,Secundaria,Gerente,MX,25,37180
2329,F,25,Preparatoria,Especialista,MX,11,104783
2330,F,50,Secundaria,Supervisor,US,26,40095
2331,F,28,Doctorado,Director,FR,14,44029
2332,F,52,Maestría,Especialista,BR,14,77142
2333,M,58,Secundaria,Analista,BR,21,31346
2334,F,50,Secundaria,Director,US,23,108006
2335,F,43,Preparatoria,Analista,DE,26,44782
2336,F,31,Maestría,Gerente,FR,18,44895
2337,M,44,Doctorado,Especialista,BR,16,40146
2338,F,51,Maestría,Analista,US,19,52164
2339,F,50,Maestría,Especialista,US,15,45631
2340,F,28,Doctorado,Asistente,BR,25,40476
2341,M,30,Secundaria,Analista,FR,39,115018
2342,F,32,Secundaria,Analista,DE,31,116803
2343,M,34,Doctorado,Supervisor,MX,2,85338
2344,M,22,Secundaria,Asistente,FR,37,78754
2345,M,46,Maestría,Analista,ES,16,86152
2346,F,20,Secundaria,Analista,US,5,111531
2347,M,37,Licenciatura,Gerente,US,29,43302
2348,M,46,Maestría,Director,BR,2,32012
2349,M,34,Doctorado,Director,DE,25,40095
2350,M,32,Licenciatura,Gerente,MX,37,104408
2351,M,33,Maestría,Analista,MX,23,113268
2352,F,24,Preparatoria,Analista,DE,24,36696
2353,F,31,Secundaria,Supervisor,MX,25,40195
2354,F,48,Secundaria,Director,DE,2,39773
2355,M,59,Maestría,Gerente,DE,32,75145
2356,F,51,Licenciatura,Supervisor,BR,28,77782
2357,M,40,Preparatoria,Analista,FR,29,38697
2358,M,49,Maestría,Supervisor,BR,28,41974
2359,F,35,Secundaria,Analista,BR,6,48685
2360,F,47,Preparatoria,Supervisor,MX,28,30485
2361,M,45,Secundaria,Analista,BR,17,40854
2362,M,22,Licenciatura,Supervisor,ES,23,105938
2363,F,58,Licenciatura,Especialista,DE,15,119590
2364,F,44,Preparatoria,Analista,FR,18,29183
2365,F,40,Secundaria,Gerente,MX,24,83522
2366,M,45,Doctorado,Especialista,DE,17,42824
2367,M,59,Licenciatura,Supervisor,FR,31,119764
2368,M,56,Preparatoria,Supervisor,DE,11,69949
2369,F,58,Preparatoria,Director,FR,11,111732
2370,M,54,Maestría,Especialista,DE,15,94357
2371,M,53,Licenciatura,Supervisor,MX,38,82361
2372,M,22,Secundaria,Gerente,BR,34,57594
2373,F,53,Licenciatura,Gerente,BR,39,50945
2374,F,26,Maestría,Director,DE,34,106654
2375,M,48,Doctorado,Analista,MX,13,53061
2376,F,49,Preparatoria,Gerente,ES,3,29852
2377,M,22,Secundaria,Especialista,BR,25,63484
2378,F,35,Preparatoria,Asistente,DE,24,99957
2379,F,53,Maestría,Especialista,MX,4,50224
2380,F,54,Secundaria,Asistente,ES,15,81550
2381,F,45,Licenciatura,Analista,BR,6,74844
2382,F,22,Doctorado,Analista,DE,11,69212
2383,M,55,Doctorado,Director,FR,6,52315
2384,F,44,Maestría,Director,DE,40,95274
2385,F,53,Preparatoria,Supervisor,DE,36,26757
2386,F,60,Doctorado,Asistente,BR,4,111551
2387,M,23,Preparatoria,Asistente,BR,17,48440
2388,F,32,Doctorado,Asistente,MX,6,84682
2389,M,38,Doctorado,Analista,MX,34,110278
2390,M,48,Doctorado,Gerente,US,17,112181
2391,F,45,Preparatoria,Asistente,ES,29,64513
2392,M,39,Secundaria,Especialista,FR,10,93287
2393,M,38,Doctorado,Director,MX,19,38582
2394,F,49,Preparatoria,Analista,DE,10,44612
2395,M,30,Secundaria,Gerente,US,28,61968
2396,M,47,Preparatoria,Asistente,ES,18,48086
2397,F,38,Licenciatura,Analista,BR,12,38167
2398,M,59,Doctorado,Asistente,DE,15,36809
2399,F,23,Preparatoria,Analista,ES,27,62283
2400,F,53,Doctorado,Asistente,US,20,27976
2401,M,29,Licenciatura,Asistente,US,11,98188
2402,F,49,Preparatoria,Gerente,BR,34,114527
2403,F,48,Secundaria,Gerente,US,5,76745
2404,M,25,Doctorado,Director,ES,15,106965
2405,F,52,Doctorado,Analista,MX,6,93788
2406,M,27,Licenciatura,Gerente,ES,40,43430
2407,M,31,Doctorado,Analista,DE,4,69191
2408,F,57,Maestría,Director,DE,37,26145
2409,F,54,Secundaria,Gerente,MX,12,100553
2410,M,28,Maestría,Gerente,BR,19,112152
2411,M,45,Secundaria,Analista,DE,36,67813
2412,F,46,Licenciatura,Especialista,BR,31,42646
2413,F,40,Maestría,Especialista,US,28,44677
2414,M,48,Maestría,Gerente,ES,11,103161
2415,F,21,Licenciatura,Director,ES,16,62580
2416,M,31,Secundaria,Director,ES,2,74227
2417,F,49,Doctorado,Supervisor,DE,13,41883
2418,M,57,Maestría,Gerente,BR,39,27243
2419,M,32,Maestría,Analista,ES,5,102516
2420,F,49,Licenciatura,Director,BR,5,50382
2421,F,25,Doctorado,Especialista,DE,7,116832
2422,F,36,Secundaria,Asistente,ES,18,73067
2423,F,40,Preparatoria,Especialista,FR,12,70871
2424,F,30,Secundaria,Director,ES,35,119578
2425,F,27,Licenciatura,Supervisor,FR,8,74872
2426,F,25,Maestría,Especialista,MX,30,33653
2427,M,27,Doctorado,Supervisor,US,36,110872
2428,M,48,Maestría,Supervisor,US,24,25162
2429,M,60,Licenciatura,Asistente,FR,12,53130
2430,M,43,Secundaria,Supervisor,ES,10,118804
2431,F,25,Maestría,Gerente,MX,35,112418
2432,M,53,Preparatoria,Director,US,12,99562
2433,F,44,Licenciatura,Gerente,ES,16,103145
2434,M,52,Secundaria,Gerente,FR,1,70251
2435,F,59,Doctorado,Especialista,ES,21,41803
2436,M,30,Secundaria,Especialista,DE,11,116037
2437,F,44,Preparatoria,Director,ES,18,101475
2438,F,55,Maestría,Supervisor,ES,33,90084
2439,M,44,Secundaria,Analista,DE,2,27239
2440,M,22,Preparatoria,Asistente,US,33,37736
2441,F,30,Preparatoria,Asistente,FR,33,54997
2442,F,41,Preparatoria,Director,DE,4,84471
2443,M,56,Licenciatura,Gerente,ES,26,40551
2444,F,29,Licenciatura,Gerente,BR,9,43596
2445,M,30,Secundaria,Especialista,DE,11,61105
2446,F,29,Secundaria,Supervisor,BR,4,50002
2447,M,31,Secundaria,Supervisor,DE,31,80556
2448,M,23,Maestría,Supervisor,ES,10,72056
2449,F,46,Maestría,Supervisor,US,9,97049
2450,M,39,Secundaria,Asistente,DE,16,67813
2451,F,39,Doctorado,Especialista,DE,39,95731
2452,F,48,Licenciatura,Director,US,24,73062
2453,F,38,Licenciatura,Director,US,37,75773
2454,M,60,Preparatoria,Asistente,FR,18,65231
2455,F,31,Secundaria,Analista,ES,30,42083
2456,M,27,Maestría,Asistente,BR,16,52788
2457,M,28,Preparatoria,Supervisor,ES,30,28544
2458,M,32,Licenciatura,Supervisor,DE,12,58994
2459,F,20,Secundaria,Gerente,US,8,34823
2460,F,59,Licenciatura,Asistente,MX,16,45469
2461,M,36,Doctorado,Director,US,11,28361
2462,M,20,Preparatoria,Director,FR,39,43460
2463,M,49,Secundaria,Especialista,ES,3,88157
2464,M,51,Doctorado,Analista,US,5,32053
2465,M,51,Doctorado,Supervisor,FR,25,80372
2466,F,54,Maestría,Gerente,MX,9,41136
2467,F,20,Secundaria,Analista,ES,1,72424
2468,M,58,Maestría,Asistente,ES,19,105511
2469,F,51,Doctorado,Director,DE,30,46227
2470,F,35,Secundaria,Asistente,FR,34,87824
2471,F,33,Secundaria,Supervisor,DE,32,55252
2472,F,57,Secundaria,Director,FR,26,98076
2473,M,50,Secundaria,Asistente,BR,36,89861
2474,M,49,Maestría,Especialista,BR,35,61428
2475,F,46,Licenciatura,Asistente,FR,26,32904
2476,M,48,Secundaria,Director,US,34,46804
2477,F,25,Preparatoria,Supervisor,ES,30,103520
2478,M,58,Secundaria,Analista,DE,34,106189
2479,M,58,Maestría,Analista,US,23,33063
2480,M,20,Secundaria,Gerente,FR,39,83079
2481,M,35,Licenciatura,Director,FR,37,119219
2482,F,55,Doctorado,Supervisor,ES,26,119574
2483,M,37,Maestría,Gerente,FR,17,36190
2484,F,59,Secundaria,Director,ES,34,81521
2485,F,60,Secundaria,Gerente,BR,27,80862
2486,M,55,Secundaria,Analista,BR,11,102438
2487,F,33,Doctorado,Gerente,DE,33,27933
2488,F,23,Secundaria,Especialista,US,32,79046
2489,F,31,Licenciatura,Director,FR,9,54910
2490,F,29,Maestría,Director,BR,3,42037
2491,M,23,Maestría,Gerente,US,14,41578
2492,M,42,Secundaria,Director,BR,5,61883
2493,F,22,Doctorado,Analista,BR,39,94605
2494,F,29,Maestría,Analista,MX,24,110209
2495,F,22,Preparatoria,Director,DE,20,39029
2496,F,56,Doctorado,Especialista,MX,8,69877
2497,F,58,Doctorado,Analista,ES,39,66869
2498,F,39,Secundaria,Especialista,US,27,59217
2499,M,41,Maestría,Director,ES,25,45787
2500,M,25,Maestría,Gerente,US,25,114712
2501,F,23,Maestría,Supervisor,US,20,107802
2502,F,26,Maestría,Asistente,US,24,109153
2503,M,46,Doctorado,Director,ES,2,25993
2504,F,31,Doctorado,Gerente,FR,21,54076
2505,M,30,Secundaria,Asistente,DE,32,116907
2506,F,38,Licenciatura,Analista,MX,13,118104
2507,M,59,Secundaria,Supervisor,DE,2,62415
2508,F,58,Maestría,Director,US,14,29244
2509,F,56,Doctorado,Asistente,ES,28,57728
2510,F,55,Licenciatura,Gerente,BR,10,32687
2511,F,31,Doctorado,Asistente,BR,29,41343
2512,F,49,Preparatoria,Gerente,FR,38,27209
2513,M,57,Secundaria,Analista,DE,9,105758
2514,F,43,Secundaria,Asistente,MX,20,72603
2515,F,22,Secundaria,Director,DE,26,78154
2516,M,25,Doctorado,Especialista,FR,16,90062
2517,M,39,Secundaria,Asistente,US,10,98980
2518,M,40,Doctorado,Especialista,DE,2,108864
2519,F,43,Preparatoria,Analista,US,15,84175
2520,M,44,Doctorado,Asistente,ES,29,73308
2521,M,24,Preparatoria,Especialista,DE,17,80468
2522,M,47,Doctorado,Supervisor,MX,32,65404
2523,F,55,Licenciatura,Especialista,BR,26,106645
2524,F,24,Licenciatura,Supervisor,DE,30,33504
2525,M,38,Maestría,Director,MX,30,73613
2526,F,50,Maestría,Director,ES,24,83040
2527,M,28,Doctorado,Gerente,FR,14,102348
2528,M,27,Maestría,Gerente,MX,30,113744
2529,F,37,Preparatoria,Analista,ES,9,70617
2530,M,41,Preparatoria,Supervisor,FR,27,73754
2531,F,53,Preparatoria,Supervisor,FR,4,62361
2532,M,46,Secundaria,Analista,DE,16,80727
2533,F,53,Secundaria,Director,FR,10,47607
2534,F,33,Preparatoria,Supervisor,MX,7,57256
2535,M,33,Licenciatura,Analista,MX,19,57935
2536,F,59,Doctorado,Analista,BR,24,87858
2537,M,23,Maestría,Supervisor,FR,4,38949
2538,M,26,Doctorado,Gerente,FR,23,42938
2539,F,56,Licenciatura,Asistente,US,30,57912
2540,F,60,Licenciatura,Director,US,25,85521
2541,M,53,Doctorado,Asistente,ES,28,81909
2542,F,25,Doctorado,Supervisor,DE,5,25358
2543,M,50,Preparatoria,Gerente,US,39,39491
2544,M,58,Preparatoria,Asistente,DE,19,30783
2545,M,38,Maestría,Analista,DE,23,97737
2546,M,47,Licenciatura,Director,US,33,32785
2547,F,58,Doctorado,Analista,US,36,40533
2548,M,40,Licenciatura,Especialista,DE,31,92394
2549,M,36,Licenciatura,Asistente,DE,3,41074
2550,M,53,Licenciatura,Analista,BR,31,30076
2551,F,56,Secundaria,Supervisor,US,5,52160
2552,M,59,Doctorado,Director,MX,23,28492
2553,M,42,Doctorado,Gerente,FR,22,79076
2554,F,28,Preparatoria,Supervisor,ES,13,97593
2555,M,59,Secundaria,Analista,FR,20,55127
2556,F,56,Preparatoria,Asistente,ES,33,38156
2557,M,51,Doctorado,Asistente,MX,11,83894
2558,F,53,Doctorado,Analista,DE,1,77250
2559,M,60,Secundaria,Director,US,7,61198
2560,M,51,Maestría,Especialista,DE,10,36793
2561,F,51,Licenciatura,Analista,MX,36,89092
2562,M,31,Preparatoria,Analista,US,18,46217
2563,M,59,Preparatoria,Supervisor,FR,4,80549
2564,M,34,Preparatoria,Analista,ES,2,92669
2565,F,38,Secundaria,Supervisor,MX,33,30586
2566,F,32,Licenciatura,Especialista,US,14,96352
2567,F,20,Preparatoria,Director,US,34,26720
2568,M,27,Maestría,Director,US,24,92744
2569,F,21,Maestría,Director,FR,2,37770
2570,M,49,Doctorado,Director,FR,29,112843
2571,M,60,Licenciatura,Supervisor,BR,26,73004
2572,M,27,Doctorado,Analista,BR,22,83688
2573,M,33,Doctorado,Asistente,MX,40,39077
2574,M,59,Licenciatura,Director,FR,30,44415
2575,F,46,Doctorado,Supervisor,MX,23,102692
2576,F,46,Licenciatura,Asistente,ES,40,28995
2577,M,22,Maestría,Analista,DE,21,119344
2578,M,41,Licenciatura,Supervisor,MX,19,39179
2579,F,42,Preparatoria,Director,US,24,69920
2580,F,55,Secundaria,Especialista,BR,4,117314
2581,M,60,Maestría,Supervisor,MX,34,32969
2582,M,33,Secundaria,Supervisor,BR,38,85746
2583,M,20,Maestría,Especialista,MX,8,36067
2584,M,60,Preparatoria,Analista,BR,29,50622
2585,M,32,Secundaria,Director,US,32,91632
2586,F,38,Preparatoria,Asistente,MX,28,30564
2587,F,36,Preparatoria,Analista,FR,33,78554
2588,F,24,Maestría,Analista,FR,3,84370
2589,F,39,Doctorado,Gerente,US,36,38325
2590,M,39,Preparatoria,Analista,FR,37,57309
2591,M,52,Preparatoria,Analista,BR,33,32062
2592,F,55,Maestría,Gerente,ES,5,85548
2593,M,40,Licenciatura,Analista,FR,10,118404
2594,M,20,Maestría,Director,MX,25,55040
2595,F,27,Preparatoria,Especialista,FR,22,68534
2596,M,41,Maestría,Especialista,BR,29,35447
2597,F,41,Preparatoria,Supervisor,MX,18,31265
2598,M,45,Secundaria,Gerente,DE,10,62712
2599,M,56,Licenciatura,Gerente,BR,10,72332
2600,F,59,Secundaria,Analista,DE,13,94559
2601,F,21,Secundaria,Gerente,US,6,61116
2602,M,31,Licenciatura,Especialista,FR,40,89491
2603,M,32,Secundaria,Director,DE,25,64352
2604,F,41,Doctorado,Asistente,FR,18,51148
2605,F,41,Secundaria,Analista,BR,26,77509
2606,M,50,Preparatoria,Especialista,MX,15,47935
2607,M,50,Licenciatura,Analista,ES,3,39969
2608,F,22,Maestría,Director,BR,3,117283
2609,M,28,Preparatoria,Analista,FR,20,50762
2610,M,50,Doctorado,Analista,ES,1,28249
2611,F,29,Licenciatura,Analista,BR,9,27284
2612,F,60,Secundaria,Director,DE,13,99072
2613,M,49,Secundaria,Analista,US,27,82028
2614,F,54,Preparatoria,Director,ES,37,48819
2615,F,41,Preparatoria,Director,FR,13,70735
2616,F,49,Licenciatura,Especialista,BR,27,94689
2617,M,46,Preparatoria,Asistente,FR,10,94222
2618,F,23,Preparatoria,Supervisor,ES,28,113652
2619,M,53,Licenciatura,Director,DE,36,71574
2620,M,39,Preparatoria,Especialista,ES,37,83565
2621,M,56,Licenciatura,Gerente,ES,17,80824
2622,M,40,Doctorado,Gerente,FR,14,117197
2623,F,55,Preparatoria,Asistente,US,1,81293
2624,M,54,Preparatoria,Supervisor,ES,5,103139
2625,M,21,Preparatoria,Analista,ES,11,58260
2626,M,33,Secundaria,Gerente,DE,3,90034
2627,F,56,Preparatoria,Director,FR,17,28890
2628,F,41,Licenciatura,Gerente,FR,31,51812
2629,F,42,Secundaria,Asistente,ES,5,40793
2630,F,24,Secundaria,Supervisor,DE,15,98565
2631,F,29,Preparatoria,Especialista,BR,30,25716
2632,M,37,Maestría,Supervisor,MX,11,68746
2633,M,21,Secundaria,Especialista,US,32,51078
2634,F,41,Licenciatura,Analista,BR,8,112955
2635,M,44,Preparatoria,Asistente,MX,6,51262
2636,F,60,Licenciatura,Asistente,ES,30,104555
2637,M,54,Maestría,Gerente,FR,22,77766
2638,M,30,Preparatoria,Asistente,BR,40,45523
2639,M,56,Licenciatura,Supervisor,BR,24,82603
2640,F,58,Licenciatura,Especialista,US,31,58321
2641,F,44,Preparatoria,Supervisor,US,17,82340
2642,M,31,Doctorado,Director,MX,37,76593
2643,F,58,Doctorado,Director,BR,36,82253
2644,F,27,Maestría,Especialista,DE,36,44518
2645,M,39,Secundaria,Supervisor,ES,22,35345
2646,M,40,Secundaria,Gerente,MX,21,71299
2647,M,22,Preparatoria,Analista,BR,34,101696
2648,M,37,Preparatoria,Director,ES,10,33398
2649,F,46,Preparatoria,Director,DE,38,93762
2650,M,25,Preparatoria,Especialista,DE,34,56529
2651,F,51,Doctorado,Analista,FR,18,43117
2652,M,35,Maestría,Director,US,39,116681
2653,F,43,Licenciatura,Asistente,US,16,87259
2654,M,48,Licenciatura,Gerente,MX,15,27487
2655,M,39,Doctorado,Especialista,US,2,29205
2656,M,33,Maestría,Especialista,US,28,32547
2657,M,53,Preparatoria,Especialista,ES,31,59865
2658,M,39,Secundaria,Gerente,FR,18,77819
2659,M,31,Doctorado,Especialista,ES,22,79369
2660,F,27,Doctorado,Analista,ES,33,80779
2661,F,43,Preparatoria,Analista,FR,20,38129
2662,F,22,Doctorado,Supervisor,BR,32,65711
2663,M,32,Licenciatura,Analista,MX,26,68297
2664,F,25,Preparatoria,Gerente,DE,4,107160
2665,M,48,Licenciatura,Analista,ES,38,102242
2666,F,52,Preparatoria,Especialista,FR,20,28268
2667,M,21,Secundaria,Gerente,US,17,33888
2668,M,50,Licenciatura,Supervisor,FR,7,40267
2669,F,52,Preparatoria,Supervisor,DE,10,31629
2670,F,29,Doctorado,Gerente,US,36,83580
2671,F,32,Doctorado,Supervisor,ES,15,102137
2672,M,41,Maestría,Analista,US,15,88655
2673,F,50,Preparatoria,Director,US,16,112364
2674,M,53,Secundaria,Gerente,BR,30,86257
2675,F,39,Maestría,Asistente,US,10,41295
2676,F,40,Doctorado,Asistente,US,7,58071
2677,F,29,Secundaria,Asistente,FR,35,29895
2678,M,26,Preparatoria,Director,DE,33,27575
2679,F,53,Doctorado,Director,US,24,110865
2680,M,28,Maestría,Especialista,ES,27,59431
2681,F,33,Doctorado,Supervisor,FR,26,101751
2682,M,22,Licenciatura,Especialista,BR,27,55926
2683,F,49,Maestría,Gerente,DE,37,96287
2684,M,44,Doctorado,Asistente,FR,22,97356
2685,M,53,Maestría,Analista,BR,20,33905
2686,M,27,Preparatoria,Gerente,DE,6,118703
2687,M,20,Licenciatura,Gerente,ES,16,98783
2688,M,39,Licenciatura,Director,US,11,116741
2689,M,22,Doctorado,Supervisor,ES,40,117734
2690,M,58,Maestría,Supervisor,BR,31,107716
2691,M,25,Maestría,Asistente,ES,5,116283
2692,F,41,Maestría,Asistente,ES,21,60331
2693,F,49,Licenciatura,Gerente,US,4,100257
2694,F,22,Doctorado,Supervisor,ES,28,25396
2695,M,26,Maestría,Gerente,ES,26,66293
2696,M,53,Doctorado,Analista,DE,28,57675
2697,M,39,Secundaria,Director,ES,10,112518
2698,F,21,Preparatoria,Supervisor,DE,27,117763
2699,M,56,Preparatoria,Gerente,ES,31,33621
2700,F,39,Preparatoria,Especialista,BR,2,66506
2701,M,60,Maestría,Director,ES,22,47560
2702,F,33,Preparatoria,Asistente,BR,24,30543
2703,F,40,Maestría,Especialista,FR,8,58491
2704,F,32,Preparatoria,Analista,BR,20,105027
2705,M,32,Licenciatura,Gerente,BR,16,104803
2706,F,38,Maestría,Supervisor,MX,32,90776
2707,M,37,Maestría,Analista,BR,32,29967
2708,M,54,Doctorado,Especialista,MX,26,102286
2709,M,40,Preparatoria,Analista,BR,38,64010
2710,M,48,Licenciatura,Gerente,ES,14,109749
2711,M,27,Licenciatura,Analista,DE,26,103372
2712,F,37,Doctorado,Supervisor,US,28,90130
2713,M,29,Secundaria,Gerente,BR,16,76773
2714,F,30,Preparatoria,Director,ES,19,104443
2715,F,37,Secundaria,Analista,MX,16,94361
2716,F,27,Licenciatura,Supervisor,DE,40,89595
2717,F,20,Maestría,Especialista,US,11,108739
2718,M,59,Doctorado,Asistente,US,22,54318
2719,F,55,Licenciatura,Supervisor,DE,11,109938
2720,M,52,Preparatoria,Director,DE,39,33535
2721,F,26,Doctorado,Director,ES,21,51039
2722,M,33,Secundaria,Analista,ES,38,85718
2723,F,54,Maestría,Asistente,ES,25,102374
2724,F,42,Doctorado,Analista,MX,6,82542
2725,M,55,Doctorado,Director,ES,7,114804
2726,F,40,Licenciatura,Supervisor,BR,6,40765
2727,F,37,Maestría,Gerente,BR,6,79339
2728,F,29,Maestría,Gerente,ES,1,75098
2729,M,38,Maestría,Supervisor,FR,10,104034
2730,M,56,Maestría,Asistente,FR,35,97947
2731,M,35,Maestría,Supervisor,DE,28,63353
2732,M,30,Licenciatura,Asistente,US,32,38376
2733,F,24,Maestría,Director,US,6,78855
2734,M,39,Licenciatura,Analista,FR,10,75070
2735,M,59,Licenciatura,Supervisor,FR,4,38051
2736,F,41,Maestría,Director,BR,1,44456
2737,M,54,Secundaria,Director,ES,31,53348
2738,F,48,Preparatoria,Analista,MX,12,88564
2739,M,23,Maestría,Analista,MX,3,62572
2740,F,28,Preparatoria,Especialista,US,9,31436
2741,F,21,Licenciatura,Supervisor,US,19,88572
2742,M,50,Secundaria,Especialista,ES,24,87900
2743,M,23,Licenciatura,Supervisor,DE,23,99844
2744,M,26,Secundaria,Gerente,BR,37,59887
2745,F,44,Licenciatura,Director,DE,6,57537
2746,F,23,Doctorado,Gerente,FR,3,55578
2747,M,25,Doctorado,Supervisor,BR,11,47832
2748,M,47,Doctorado,Gerente,MX,20,67247
2749,F,45,Secundaria,Asistente,DE,22,82264
2750,M,31,Licenciatura,Director,BR,7,48988
2751,M,58,Preparatoria,Asistente,DE,3,52647
